stemming,label_number,pseudo_label
aplikasi fungsi fitur pindai qr login fitur bagus fitur obrol pisah aplikasi salah buruk tuju bro ux buruk,2,negative
versi seluler baik klik gambar katalog game muncul ulas baru buka menu wishlist,1,neutral
goddam baru af jebak jam login tunggu sig tuju login qr scan masuk kode lmao beta henti upgrade hasil baik bug,2,negative
pulih acount keras loop captcha anoying,2,negative
crash search game,1,neutral
accoy auto out out lupa sandi,1,neutral
daftar muat baru lates,1,neutral
ribet apk retard,2,negative
daftar,0,positive
fitur,0,positive
kirim gambar,1,neutral
ubah profil foto,1,neutral
hancur,2,negative
masuk,0,positive
wow wow,0,positive
aplikasi sampah guna jaga uap retas barang hilang curi harap kembali dompet uap item main uap,1,neutral
baru aplikasi,1,neutral
kayak tahi,2,negative
devs sila lihat ulas senang milik lindung ui bagus versi mudah gulir game toko versi harga game tolong bawa filter toko versi pikir versi optimal tablet tolong bantu guna android cinta,1,neutral
steam guard guna akun bajak barang jual dana curi dukung uap kembali dana steam guard tempat kode pindai qr login,1,neutral
milik aplikasi obrol steam guard banyak salah korban desain,1,neutral
kali buka komunitas uap google alih aplikasi kosong,1,neutral
hancur aplikasi uiux buruk koneksi buruk server kembali aplikasi tembak kembang idiot,2,negative
there was a problem verifying your email address entot,1,neutral
temu akun steam tf,1,neutral
paksa tutup harap baik,2,negative
trashh salah koneksi koneksi baik,2,negative
baik katup salah inventaris,1,neutral
login,1,neutral
bagus,0,positive
berengsek,2,negative
kenzo,0,positive
sumpah buruk apk steam daftar kali masuk ubah sandi hasil sumpah uap buruk,2,negative
kerja devs giat efektif selesai obrol uap pisah hidup sulit senang,2,negative
obrol uap boomer menginstal aplikasi ingat penuh tunduk,1,neutral
guna ramah orang dagang baru,0,positive
harap tombol aplikasi pergi menu obrolanmenu,1,neutral
login sistem mobile broken steam versi,1,neutral
paksa aplikasi login pc steam,2,negative
ui sampah lihat aktivitas teman,2,negative
aplikasi steam,0,positive
ukur pothato phone bro,1,neutral
baru fiture chat steam,1,neutral
steam valacapabnn albamz czoagzo zkzczkzczlzczkglgp wr jalz,1,neutral
suka main game hentai furry,0,positive
hebatbangt,0,positive
game online,1,neutral
baru rumit sila mudah obrol sulit,2,negative
baru steam mobile bagus aplikasi berat,0,positive
baru bagus,0,positive
baru guna alih alih aplikasi sederhana mudah buat rumit berat hapus fitur obrol jadi aplikasi,1,neutral
dev hapus widget otentikasi kode fitur guna mudah cepat dev hapus desain tolong widget,1,neutral
bruh kali gulir pustaka main turun tolong baik ya,2,negative
baru aplikasi login batas pasar,1,neutral
tolong tambah obrol,1,neutral
tolong kembang baik masuk bug ganggu masuk masuk email terus sayang benci,2,negative
cant login gagal login jaring singkat harap tunggu coba masuk kali mohon dix,1,neutral
steam help me change email and number phone i try change my email and number phone from my steam steam support but must verify old email orang number account my old email is fake email and my number too i pakai account please help me fix the steam support i already made purchase there buy battle pas please help me i pakai star when helped me and fix i pakai star thx,1,neutral
steam sila daftar indonesias kominfo milik guna masuk blokir perintah sila daftar cepat,1,neutral
steam baik aplikasi etik pas nama guna sandi salah kiddin me,1,neutral
lord gaben harap dengar minta dapat fitur stiker animasi obrol ponsel uap pc fitur ponsel guna spam teman main dota undang kafe internet,1,neutral
baru bagus hapus fungsi obrol aplikasi obrol teman pc unduh aplikasi obrol pilih putus keri sunting hapus instalisasi minggu minggu,1,neutral
steam daftar akun coba kali kali gagal bantu,1,neutral
aplikasi khusus pc android login kali kali halaman login if this application is for pc why is on android ive logged many times and its back the login page again,1,neutral
uap muak akun retas muak bantu pulih kode tolong bantu ubah alamat email akun,2,negative
no dota major laku valve komunitas dota aplikasi fungsi,1,neutral
valve corporation sila mudah login steam login maaf orang akun steam android aplikasi bug,1,neutral
join steam etik username suruh window log log ya pakai username,1,neutral
masuk akun steam sandi salah email salah tolong baik,1,neutral
halo steam keluh steam daftar bug harap baik orang akun,1,neutral
salah server masuk salah,2,negative
masuk game ihate game login game login tinggal aplikasi pergi gmail klik aplikasi atur ulang tuju,1,neutral
bug ya sih bikin akun the bug is why cant i create account,2,negative
chaptcha valid lol baik pulih sandi akun,1,neutral
akun scammed fitur steam guard guna,1,neutral
cant login steam you moron valve dek steam cloud muncul,1,neutral
terima kasih dukung uap bantu akun retas langkah uap akun beli email autosend dukungansteam,1,neutral
ya madefaka aplikasi pria padu laku,1,neutral
gabung gabung uap tolong baik,1,neutral
wow uap guna sampah,2,negative
maaf bintang akun klaim game ponsel,1,neutral
mudah akun capta error iam mad uap buruk,2,negative
dumbass indonesia perintah dipshit block steam vpn buka uap vac larang,1,neutral
dukung steam bantu tanggap lambat baik,1,neutral
masuk sign suruh log apk cacat,2,negative
ocassionaly layar kosong,2,negative
konfirmasi tawar dagang baik cepat,1,neutral
gua sign anjg captcha teoss,1,neutral
selesai stem milik izin akses akses tolak,1,neutral
aplikasi login auueu sitloper devethloper contocll,1,neutral
cacat ajg verifikasi captcha ngtd,2,negative
bug play video lihat game,1,neutral
login bug sistem idiot,2,negative
aplikasi rusak terima email masuk,2,negative
salah lepas steam guard,1,neutral
terima kasih steam cs bantu akun harap selesai akun,0,positive
terima daftar konfirmasi pasar aplikasi sampah,1,neutral
sampah gaben verifikasi,2,negative
aplikasi abang b gbisa login,1,neutral
akun masuk daftar sistem sebal,1,neutral
obrol guild dota,1,neutral
baru pc steam tokk,1,neutral
wtff login f lu,1,neutral
tolong diskon,1,neutral
blank,2,negative
terima kasih steam masuk akun,0,positive
aplikasi burukpelop baru,2,negative
akun,0,positive
tolong daftar pse indonesia rentan privasi,1,neutral
blokir steam pls,1,neutral
gabung steam,1,neutral
masuk baik,0,positive
seru bro,0,positive
dota pro player ggwp,1,neutral
unduh barat register grand chase,1,neutral
somtime lambat,2,negative
steam pls biar akun mohon,1,neutral
main poppy bab,2,negative
steam enjoyer kominfo,1,neutral
captcha bodoh,2,negative
crott chat,1,neutral
login kedaluwarsa mulu,1,neutral
register blok,1,neutral
bug,2,negative
jelek bro,2,negative
apk gj bangsat,2,negative
butuh tingkat,0,positive
salah mulu amninc,2,negative
hapus sistem chapcha,1,neutral
terima kasih bantu acc,0,positive
habis dolar,2,negative
tolong regristasi pse,1,neutral
alternatif bagus ponsel,0,positive
lumayan,0,positive
error,2,negative
masuk,0,positive
keren,0,positive
aplikasi kntl,1,neutral
app tolol,2,negative
login,1,neutral
aplikasi rusak,2,negative
bug mulu,2,negative
uap babi,2,negative
captcha dajjal,1,neutral
aplikasi buruk,2,negative
lo tolol,2,negative
susah loginnya,2,negative
main keren,0,positive
kode buka kunci game,1,neutral
merah aplikasi aplikasi olool,1,neutral
aneh,2,negative
bismillah,0,positive
asu,0,positive
cacat,2,negative
salah,2,negative
sebal,2,negative
sumpah,0,positive
miskin,2,negative
hehe,0,positive
accountol,2,negative
sampah,2,negative
pikir,2,negative
bagus,0,positive
dingin,2,negative
amogus,2,negative
umelehe bioeck,1,neutral
ya,0,positive
wow,0,positive
bantu,0,positive
mantap,0,positive
mantab,0,positive
roti,0,positive
roblox,1,neutral
bagus,0,positive
dota yuk,1,neutral
uap,2,negative
keren habis,2,negative
apk bagus,0,positive
bagus,0,positive
rekomendasi,0,positive
steam,1,neutral
yess tipaa,2,negative
bagus,0,positive
gila kominfo,2,negative
kominfo kuntul,1,neutral
bagus abang,0,positive
pemberitahuan pesan masuk umum kelompok wishlist jual meh menginstal aplikasi beda fitur umum grup obrol aplikasi pemberitahuan,1,neutral
baik katup sistem login masuk pemberitahuan jaring nyata jaring valve ubisoft,1,neutral
bagus pc seluler game unduh seluler game main pc seluler uap buat unduh telepon,0,positive
im soo disapointed steam guard authenticator ponsel masuk terima kasih uap buat benci,2,negative
steam hapus instalan game unduh game jam hapus instalannya hapus instalan game unduh kemarin,1,neutral
masuk atur ulang ponsel menginstal aplikasi maaf,1,neutral
aktif steam guard mobile terima pesan ponsel nomor fungsi ponsel tolong baik bug,1,neutral
akun tulis please disconnect from vpn and orang proxies and try again,1,neutral
masuk akun tumpuk jebak steam guard,1,neutral
bagus tolong tambah metode bayar bayar voucher google play,1,neutral
error kayak steam guard update android system webview,2,negative
aplikasi sila tambah obrol grup steam pc obrol suara,1,neutral
masuk alas akun main game,1,neutral
login kirim daftar,1,neutral
aplikasi bodoh biar unduh macet jeda,2,negative
benci aplikasi pasar masyarakat ada,2,negative
baik login bug steam guard,1,neutral
aplikasi idiot atur steam guard,1,neutral
tolong tambah kode qr aplikasi terima kasih,1,neutral
bagus game sedia kadang kadang main populer gratis,0,positive
login steam seluler penuh bug,2,negative
jual kulit steam mobile,1,neutral
konfirmasi jual barang konfirmasi,1,neutral
eror sign up,2,negative
masuk lupa jengkel,2,negative
curi uang,2,negative
bagus aplikasi bug mohon baik,1,neutral
masuk tolong baik,1,neutral
masuk tombol grup uap,1,neutral
cant login apps bug,1,neutral
masuk tempat nama guna sandi,1,neutral
love the authenticator ez terima kasih gaben,0,positive
buruk benci,2,negative
kecewa masuk,2,negative
tahi login,1,neutral
bodoh buka aplikasi,2,negative
sharing game akun gue ya r,1,neutral
pakai aplikasi sok far sok good,0,positive
akun,0,positive
v id aman,0,positive
kode pos pisau,1,neutral
harap baik login seluler,1,neutral
kerja buruk,2,negative
ypu mak comblang pmhg,1,neutral
layar hitam,1,neutral
bantu akun curi,1,neutral
akun,0,positive
bantu masuk,1,neutral
moga layak tunggu,0,positive
aplikasi nyaman gamer main profesional esports,0,positive
lord,2,negative
butuh ui baru,1,neutral
terima kasih steam pulih akun,0,positive
bagus,0,positive
bantu,0,positive
luncur bagus pc,0,positive
log nya,1,neutral
memuatexe,1,neutral
aplikasi sederhana,0,positive
bagus,0,positive
horokonde,0,positive
salah,2,negative
apk burik,2,negative
kokk bayarr,2,negative
salam tuhan,0,positive
tuhan,0,positive
daftar,0,positive
baik,0,positive
bagusspikpikpil,0,positive
aman,0,positive
harap,0,positive
mantul,0,positive
ultramn,2,negative
erpan,1,neutral
gud,0,positive
good,0,positive
bismillah,0,positive
muantap,0,positive
mantap bosq,0,positive
atta,0,positive
mantap,0,positive
sip mantap,0,positive
bi h,1,neutral
wou bagus,0,positive
apk bagus,0,positive
game bagus,0,positive
hebat,0,positive
buruk,2,negative
hati hati guys percaya aplikasi akun retas retas ubah email telepon aman aplikasi payah ambil keluh steam lambat ambil tanggung uang akun email telepon asli tingkat aman hapus posting akun pulih,2,negative
buka uap buka aplikasi uap jaga uap,1,neutral
gud app jual item ponsel seluler jaga aman unduh aplikasi kf aman tambah akun uap,1,neutral
ya dude masuk aplikasi kali buka aplikasi warna biru latar uap kosong ya idk mohon baik milik jaga uap akun main dota,1,neutral
katup aplikasi uap ringan ui,1,neutral
android versi nilai tangkap layar,1,neutral
layak akun aman,0,positive
terkadang masuk alas,1,neutral
bantu versi steam seluler,1,neutral
sign up,0,positive
bagus tolong tambah voucher google play metode bayar terima kasih,1,neutral
apk payah cs baru payah,2,negative
dukung uap bantu tinggal,1,neutral
banyak dagang bagus,0,positive
tolong tambah fiture kirim gambar obrol uap,1,neutral
steam guard bantu akun aman,1,neutral
sarung tangan,2,negative
akun lulus,0,positive
buka aplikasi harap selesai,1,neutral
akun uap laku,0,positive
tolong diskon main daftar,1,neutral
masuk mohon layan server,1,neutral
akun,0,positive
banyak games free,0,positive
thx gaben assasin creed unity kwkwkwk gratis,1,neutral
tingkat aman akun steam,0,positive
toko game baik xd,1,neutral
terima kasih uap,0,positive
bantu thanks,1,neutral
muat,0,positive
lambat,2,negative
batas,2,negative
sempurna,0,positive
tahi,2,negative
bagus akun,0,positive
kontol,2,negative
anjayy,1,neutral
mata,0,positive
dony,2,negative
ntaps,1,neutral
okk,2,negative
badus,2,negative
dota,2,negative
yaley,0,positive
sederhana,0,positive
gereja,2,negative
bagus,0,positive
bagus,0,positive
nc apk,1,neutral
ketuk deh,1,neutral
omega ok,0,positive
pensiun,2,negative
aplikasi nc,1,neutral
tuhan,0,positive
bagus,0,positive
komunitas hebat,0,positive
menginstal ulang aplikasi steam ponsel dagang masuk perangkat maksud,1,neutral
harap baik coba pulih sandi kode otentikasi email alih tab aplikasi email aplikasi mobile back steam halaman otentikasi hilang harap baik jengkel kali alih aplikasi detik halaman hilang halaman login akun kunci terima kasih tolong baik,2,negative
masuk jaga uap hapus email sandi,1,neutral
daftar coba kali suka applique daftar,1,neutral
opsi id steam harap opsi id steam sedia aplikasi seluler steam web,1,neutral
masuk akun kode aplikasi bajing tolak keliru baik,2,negative
dukung langgan hasil singkat sebal,2,negative
steam tolong bantu akun retas id fauzan periksa id lihat obrol canyoucaptureme,1,neutral
ya uap aman,0,positive
aplikasi seluler uap bagus chating,0,positive
sila tambah obrol suara steam,1,neutral
bicara buka akun milik akun,1,neutral
pemberitahuan dagang,1,neutral
sistem suara bagus,0,positive
bantu good job,0,positive
main csgo sedot game,1,neutral
bagus,0,positive
adobsi lordd gabenn,1,neutral
aplikasi bagus akun jaga,0,positive
mantap jiwah,0,positive
bagus,0,positive
toko aplikasi baik,0,positive
tuhan puji,0,positive
goog,1,neutral
bep,2,negative
paten,1,neutral
noice,1,neutral
keren,0,positive
sesap,0,positive
entaps,2,negative
rusak,2,negative
naehh,2,negative
gegez,1,neutral
sesap,0,positive
anjay,0,positive
qmak,0,positive
ntaps,1,neutral
dukung,0,positive
ntaps,1,neutral
patung,2,negative
bagus sekaleh,0,positive
bantu,0,positive
mantap,0,positive
keren cuy,0,positive
nc slur,1,neutral
joss gandhoss,1,neutral
apk bagus,0,positive
wow,0,positive
buru buru b,2,negative
dota,2,negative
bree,0,positive
katup ketat ketat masuk akun nomor telepon email ubah lupa ubah nomor telepon steam tolong bantu id akun graxaxa bantu steam assitance abai tolong bantu,1,neutral
katup tolong laku kerja halaman login catat akun tulis nama guna lulus pc fungsi fungsi aplikasi harap tanggap cepat,1,neutral
valve harap baik daftar dropdown cari pasar komunitas lambat muat item data main daftar milik pasar komunitas terima kasih,1,neutral
bug imo tetap jarang,2,negative
ya bagus tingkat menu mohon tua murah,0,positive
dapat unduh main uap ponsel transfer pc,1,neutral
cok r iso login picekk,1,neutral
kode eror tolong bantu masuk,1,neutral
masuk buruk,2,negative
login benci apk,2,negative
steam guard chat offline ya,1,neutral
mudah,0,positive
layan baik,0,positive
agneepath,1,neutral
puji tuhan,0,positive
aplikasi bagus bagus,0,positive
shieet,2,negative
mulia,0,positive
utang,2,negative
asiyapp,0,positive
mantap,0,positive
sehat,0,positive
goodd,0,positive
lul,2,negative
baik,0,positive
game kelas,0,positive
ya,0,positive
mantap anjingghh,0,positive
bintang,0,positive
aplikasi,0,positive
lol aplikasi buruk dapat salah daftar kode pesan kode kali masuk kode email terima kode salah buruk tolong baik masuk akun kode terima,2,negative
woi milik apk kayak anjing gua loging passpor gua salah mulu baik gua gogle play store instal apk eluh,2,negative
masuk klik masuk halaman login,1,neutral
masuk idiot sandi bodoh,2,negative
steam mobile terima kasih katup terima kasih lord gaben,1,neutral
masuk,0,positive
tolong tingkat ui,1,neutral
manfaat,0,positive
ot,2,negative
jual,0,positive
buruk,2,negative
apk bagus,0,positive
ggwp bagus,0,positive
masuk numberphone gagal mohon kunci akun,2,negative
sumbang acara paru paru lord gaben,1,neutral
idk dota buruk lol,2,negative
beli game pc ponsel betapa hidup,0,positive
bagus diskon mudah telepon sobat,0,positive
terima kasih,0,positive
buka inventaris teman grup pasar restart hp akun steam steam guard mobile coba masuk masuk,1,neutral
salah komunikasi steam server tolong coba can baik plss koneksi bagus mbps salah baik beli barang pasar,2,negative
masuk akun jebak layar hitam tolong baik guna ponsel redmi note,1,neutral
masuk kemarin ponsel coba login masuk dapat admin bantu pas salah tulis id lulus login,1,neutral
pas masuk kunci steam bisasalah trustpi pas steam komputer bisatrus salah suruh ulangpas masuk password salah truspadahal benermohon baik lagitrima kasih,1,neutral
status ingame teman status teman jendela obrol online pergi teman ingame muncul online tolong baik ty,1,neutral
harap baik bug masuk kali masuk segar halaman milik memori chace menginstal ulang masuk,1,neutral
pas log suruh pasuk code steam guard pasuk codenya tulis kode salah ulang akirnya akun banyak log nuggu try next time,1,neutral
games ya mainin gue beli game tembak mainin hp ram ku gb mahal mahal beli,2,negative
bagus sih game warna hijau game out game warna biru tolong fix error terima kasih,2,negative
suka aplikasi butuh aplikasi obrol grup butuh tingkat aplikasi steam mobile konfirmasi steam guard mudah jangkau,1,neutral
versi android susah guna geser zoom nyalogin steam guardcode login ya lamatolong baik ya event chat masuk bawa laptop,2,negative
terima kode khusus uap masuk coba pc terima kode ponsel vivo ya,1,neutral
authenticator pakai uap authenticator masuk kode masuk uap buka dukung uap masuk qnamaaf bahasa buruk,2,negative
ui tinggal zaman sederhana bug oh fitur milik steam mobile kode tebus,1,neutral
tau ya android mainincaranya instal aplikasi vortex beli sihmisalnya beli gta v steem vortex beli game gta v mainin android klianmakanya cari tau jeplak omong,2,negative
punya eror ya lihat teman main tulis online doang baik biar cepat warnet pub jian,2,negative
login steam coba kali install ulang login,1,neutral
lihat teman steam cuman online doang game cuman online tolong fix,1,neutral
tolong hilang nomor telepon masuk uap terima kode jaga uap tolong bantu,1,neutral
aplikasi buruk guna masuk akun steam sebab kode authenticator valid aplikasi,2,negative
tolong admin baru aplikasi ya biar lancar enak sistem error,2,negative
coba pasuk akun masuk gilir browser vangke nih apk,1,neutral
lelah masuk akun steam milik sandi salah periksa hina bingung,2,negative
csgo gratis bayar goblok chat doang main game goblok dasatr bocahbocah,1,neutral
black screen asw pls bnrin gua masuk reset cachenya masuk,1,neutral
masuk ubah nomor telepon akun hilang,1,neutral
mantap banget id aman asih bintang hpnya jelek koneksiga pakai steam guard pakai,0,positive
kembang hormat paksa tutup terima obrol aplikasi terima kasih,1,neutral
steam guard off login app ya pakai code steam guard,1,neutral
bocah goblok app beli game chat beli game steam download pc mainin game beli beli game hp main hp dasar tolol micin,2,negative
jual barang baru steam mobile bantu,1,neutral
nih aplikasi donlod game sih ih sebel,2,negative
jarang sale seringsering sale plz gaben yolo mabar csgo pubg,1,neutral
baik tahan barang tunggu tahan jual barang baik,0,positive
admin sayang tolong desain ulang aplikasi mata sakit ui,1,neutral
butuh antarmuka baru obrol steam keren,0,positive
this app is veri nice pas akun steam gue friend list lo nama totempla main game bareng thanks,1,neutral
masuk akun aplikasi seluler dis dis segar halaman loggin nama guna sandi hasil tolong butuh bantu,1,neutral
pas login code verifikasi kagak masuk akun ya,1,neutral
baik bug tolong masuk uap aplikasi seluler segar,1,neutral
bocah kenal steam aplikasi ya lihat diskon chat jual barang oceh beli game instal hp game pc laptop kata hp ente pc laptop,1,neutral
bilang apk jelek dimainin dimensi zaman batu tau steam beli gamechatdll lo beli game tolong beli pc game steam pc,2,negative
dear steam pohon baik server autentification mobile steam guard main game,1,neutral
masuk kode email salah tolong baik lahk,1,neutral
teman main game online,1,neutral
teman bilang apk kayak tiktok buka mode nge tiktok chat ya vc,1,neutral
tema aplikasi bintang rekomendasi terima kasih,0,positive
akun steam,1,neutral
bilang aplikasi jelek bugnya tau kerja gue pakai apk tahun lancar lancar,2,negative
code ya refresh gmail kali faker,1,neutral
komend kayak kepala kena lempar sempak nyasar wkwkwk,2,negative
wishlist salah milik game wishlish aplikasi empy salah,1,neutral
muat inventaris orang aplikasi tolong baik,1,neutral
coba ada steam call mobile biar kayak steam desktop telepon,1,neutral
widget error koordinator beranta,1,neutral
optionya tambah steamguard dllmasih lengkap,1,neutral
teman aplikasi,1,neutral
mending ml moba mouse moba mainin,2,negative
gabenpls hormat baru aplikasi uap aplikasi masuk prosesthx,1,neutral
pasang steam guard log out masuk,1,neutral
login suruh pasuk kode email pesan kode steam,1,neutral
valve kontol gua login valve kontol,2,negative
teman teman online trully main game,1,neutral
o bodohtapi,2,negative
daftar ya tolong,1,neutral
kasih bintang lord gaben,0,positive
harap sega port project diva future tone on steam,1,neutral
steam guard hilang akun hilanh,1,neutral
gud bujank gaben ringin diskon game aa kayak tod,1,neutral
bug tolong baik,1,neutral
hei baik masuk idiot,2,negative
aplikasi bagus unduh game steam pc unduh selesai klik play game unduh,0,positive
guna apk lu main dota,1,neutral
bocah goblok aplikasi main game tololkalai main beli pc goblok mobile muli otaklo,2,negative
loh create akun,1,neutral
bikin id,1,neutral
rekomendasi aplikasi wishlist muncul aplikasi,1,neutral
aplikasi bagus selamat akun uap bantu sepenuh,0,positive
hey kids jaman now game android game pc beli pc mobile mulu,2,negative
eror sih buka app ya,2,negative
parsword ya sih,0,positive
buka aplikasi baru,1,neutral
mobile nanyain mobile guard tau,0,positive
login steam mobile pikir bug,2,negative
lumayan bantu teman ngechat pas pergi,0,positive
masuk katup acc thx,1,neutral
kasih bintang lo tolol banget erti,2,negative
kagak dibukaapk,1,neutral
pakai wifi offline chatnya,1,neutral
banget tunggu verikasi,1,neutral
game benci pakai password,2,negative
aplikasi mudah kzl,1,neutral
car buka tau,0,positive
login gi,1,neutral
kirim ya cepat barang oke selamat tuju ty lord gaben take my money,1,neutral
tambah taut profil uap tuju,1,neutral
steam accounting sign up,1,neutral
aplikasi terkadang macet tolong baik terima kasih,2,negative
kecewa main dota android instal steam ya,2,negative
login steam,1,neutral
baik bug ya,2,negative
terima kasih uap aplikasi bagus bintang uap,0,positive
suka game steam game sukses steam,0,positive
dasar anjing steam kontol sial pakai steam wallet,2,negative
gue suka pc android,0,positive
pelease tambah inventori karya seni,1,neutral
masuk kayak ya akun ya,1,neutral
jalan matataag normalin normalin,1,neutral
masuk tolong bantu,1,neutral
login,1,neutral
tolong baik,1,neutral
daftar steam susah,2,negative
moba ml,2,negative
ribet masuk sandi,2,negative
mana menu login login akun,1,neutral
gaben kirim arcana lu star rate bittches,1,neutral
pergi mati,2,negative
daftar ya pc android sih,1,neutral
gara steam kbnyakan game bayar,1,neutral
tau mainin dota android,1,neutral
kinetic treachery treachery fungsi,1,neutral
you tube masang gta v,1,neutral
komentar lapor pliss main,1,neutral
fajarbieg party bareng dota,1,neutral
kasih game gta plis,0,positive
yeii gayben lir steam for android,1,neutral
tolong tambah isi steam wallet,1,neutral
wow main dota bohong,2,negative
gua akun ya,1,neutral
baru aplikasi pc,1,neutral
update pleaseat pc kirim gambar,1,neutral
gua tau,0,positive
vave corpation woi steam,1,neutral
umpan bayar game,1,neutral
guna bangsa negara v,1,neutral
access denied,1,neutral
akun,0,positive
harap baru ui,0,positive
arcana,0,positive
app beli game pc,1,neutral
jaga uap cy cy,1,neutral
harap diskon v,1,neutral
butuh baru,2,negative
persetan sial,2,negative
masuk,0,positive
bagus,0,positive
aplikasi bagus komunitas,0,positive
hey counter strike global offensive,1,neutral
aplikasi bagus acces steam android,0,positive
ganti foto profil,1,neutral
aplikasi bagus dagang instan,0,positive
bocah tau aplikasi,1,neutral
good mantau update,0,positive
terima kasih status putar obrol,1,neutral
bantu akses akun aman,1,neutral
gib lu half lief,1,neutral
dota gratis steam,1,neutral
yeayy gta v,1,neutral
thxez dagang,1,neutral
milik aplnya,1,neutral
bagus ya,0,positive
tunggu diskon,1,neutral
eyeueye,0,positive
paswort ya,1,neutral
hp tibatiba buka,1,neutral
aplikasi bagus ty,0,positive
lumayan discount,1,neutral
bantu suka,0,positive
gue rekomendasi aplikasi nih,1,neutral
login,1,neutral
bagus obrol steam,0,positive
long life lord gaben,1,neutral
ui,0,positive
tolong tambah obrol suara,1,neutral
bagus responden,0,positive
login,1,neutral
tarik,0,positive
masuk,0,positive
gua bocah,2,negative
bagus,0,positive
mntap steam,1,neutral
mantab gaben,1,neutral
sampah guna,2,negative
dermaga salah,2,negative
eror,2,negative
matatataangg,0,positive
apasih kode passport,1,neutral
katup kerja,1,neutral
aplikasi bagus,0,positive
veri gud bllyat,1,neutral
jual musim panas ever,1,neutral
harga diturunin,0,positive
puja lord,0,positive
luncur game baik,0,positive
pakai fitur aman,0,positive
boros ya apl,2,negative
aplikasi jancok tenan,1,neutral
steam baik,0,positive
id siitokek,1,neutral
aplikasi berat,2,negative
babi,2,negative
transparansi,0,positive
besr,0,positive
mntap,0,positive
rad,0,positive
madep,0,positive
ramah,0,positive
markotoop,1,neutral
pagi,1,neutral
spektakuler,0,positive
uang,2,negative
favorit,0,positive
wanita,2,negative
gamenya asik,0,positive
suka aplikasi,0,positive
rekomendasi jual,0,positive
hadiah kayak,2,negative
nc one,1,neutral
uap bagus,0,positive
buruk baik,2,negative
beli pubg,1,neutral
suka,0,positive
hidup,0,positive
pubg pc,1,neutral
bagus,0,positive
bagus banget,0,positive
aplikasi gamer,1,neutral
terima kasih valve,0,positive
terima kasih bruh,0,positive
oke,1,neutral
komentar,0,positive
aplikasi baik,0,positive
akmj bagus,0,positive
cakep,0,positive
login,1,neutral
nice aplikasi,0,positive
masuk akun tolong baik bug terima kasih,1,neutral
game ya crash mulu sih gue minum,2,negative
guna steam guard mudah cek info baru steam,1,neutral
lihat game diskon on steam pc v,1,neutral
asik,0,positive
goodgame,1,neutral
berlian,0,positive
menginstalnya,1,neutral
lupa sandi uap coba hasil tolong bantu pc suruh cari kode akun steam login masuk akal beli game rugi,1,neutral
aneh masuk kode steam guard mobile menginstal steam mobile kode seluler steam guard masuk terima kode opsi kirim kode alamat email sistem uap amatir buruk,2,negative
lanjut daftar akun steam sandi situs steam daftar chapta email verifikasi kecewa,2,negative
baik bug salah jengkel masuk laku internet cafe ubah,2,negative
login akun steam mobile hapus steam mobile menginstal baik harap baik cepat,1,neutral
login sulit akun steam pc selesai akun masuk sandi salah catat sandi konfirmasi robot repot,2,negative
akun masuk kode verifikasi aplikasi alias masuk masuk sh,1,neutral
verifikasi robot error verifikasi ulang ulang kali hasil ya buat akun this is not a recommended application its better skip because will be useless and vain for you download,1,neutral
hilang akun ponsel rusak login milik kode jaga uap tolong email masuk sulit kali hilang akun,2,negative
tolong bantu csgo play store app store laku nilai bintang bayang,1,neutral
dear steam i dont get any notification from steam guard at all on steam even though i could last year also i never made a family view pin on my account please fix dear steam notifikasi steam guard steam laku pin family view akun tolong baik,1,neutral
sesal authenticator seluler login ffs hubung dukung hapus authenticator laku kirim kode kode keluar salah masuk letak kode,1,neutral
hilang akun main main chillin booming uap masuk lupa nama sandi putus bantu jam maju uap,1,neutral
hai anak iblis letak kode qr sulit orang akun uap,2,negative
baik valv kacau coba masuk seluler tutup halaman buka halaman ulang kadang kadang halaman akun sulit dapat baik oh bantu pulih akun,1,neutral
uap tolong bantu akun uap buat akun gagal tolong coba tolong bantu akun,1,neutral
aplikasi payah main dota steam orang wa cari cari payah banget aplikasi jelek gwa hapus mending main mobile legend bagus mana byebye,2,negative
jir sesal beli gta steam kudu bayar mahal orisinal gratis mantap csdotasofware laptop asus ram ya segitu memory tera gta top,1,neutral
tolong info pas pasuk id password ya sign kayak pasuk id password kali coba masuk,1,neutral
ekspansif paypal ambil coba kali medsos screener indonesia naif lupa hak dasar manusia,1,neutral
apk bagus tolong turun harga dompet uap tolong bantu mahal pc uap mahal,2,negative
aplikasi bagus konfirmasi daftar jual uap aplikasi obrol teman uap dagang barang barang uap terkadang aplikasi salah detik aplikasi,0,positive
tolong kali salah nama guna sandi salah salah bingung,1,neutral
hai uap uang beli kunci crate team fortress dapat jual beli produk sertifikat pasar steam tolong jual uang dapat beli barang,1,neutral
aplikasi bodoh akses akun fk baik login authenticator verifikasi email sederhana guna fk idiot steam,1,neutral
steam is good app main buruk lol dota tinggal mati tengah milik main lol,2,negative
kukus daftar email isi email chapta tolong komentar,1,neutral
steam mobile guard hilang valid form sesi key perangkat redmi note,1,neutral
ramah comp low mid baru rugi uap kotor ganggu comp naik guna disk sampah sampah sampah,2,negative
pilih captcha uap salah captcha tolong baik,1,neutral
apk tahi login daftar ya coba pc hp tolong baik suka cs go,1,neutral
steam is suck opsi akun kenal steam masuk milik akun,1,neutral
